3,2020/7/1,3,0
6,2020/7/1,3,0
7,2020/7/1,6,0
8,2020/7/1,3,0
11,2020/7/1,3,0
12,2020/7/1,18,0
13,2020/7/1,3,0
16,2020/7/1,5,100
17,2020/7/1,5,0
18,2020/7/1,5,30
19,2020/7/1,5,100
20,2020/7/1,5,0
22,2020/7/1,2,0
23,2020/7/1,6,30
24,2020/7/1,5,30
25,2020/7/1,5,30
26,2020/7/1,5,30
27,2020/7/1,5,30
28,2020/7/1,3,0
29,2020/7/1,3,0
30,2020/7/1,3,0
31,2020/7/1,3,0
32,2020/7/1,3,0
33,2020/7/1,3,0
34,2020/7/1,3,0
35,2020/7/1,3,0
36,2020/7/1,2,0
38,2020/7/1,5,0
39,2020/7/1,5,0
40,2020/7/1,5,0
41,2020/7/1,5,0
42,2020/7/1,5,0
43,2020/7/1,5,0
44,2020/7/1,5,0
45,2020/7/1,5,0
46,2020/7/1,5,0
47,2020/7/1,5,50
48,2020/7/1,5,0
49,2020/7/1,5,0
50,2020/7/1,0,0
51,2020/7/1,5,0
52,2020/7/1,4,0
53,2020/7/1,5,0
54,2020/7/1,5,0
55,2020/7/1,0,0
56,2020/7/1,5,0
57,2020/7/1,5,0
58,2020/7/1,5,0
59,2020/7/1,5,0
60,2020/7/1,4,0
62,2020/7/1,3,0
63,2020/7/1,2,0
64,2020/7/1,5,100
65,2020/7/1,5,100
66,2020/7/1,5,100
67,2020/7/1,5,100
68,2020/7/1,5,100
69,2020/7/1,5,100
70,2020/7/1,5,100
71,2020/7/1,5,100
72,2020/7/1,5,100
73,2020/7/1,5,0
74,2020/7/1,5,0
75,2020/7/1,5,0
76,2020/7/1,5,0
77,2020/7/1,5,0
78,2020/7/1,4,0
79,2020/7/1,5,0
80,2020/7/1,5,0
81,2020/7/1,5,0
82,2020/7/1,5,0
83,2020/7/1,5,0
84,2020/7/1,5,0
85,2020/7/1,5,0
86,2020/7/1,5,0
87,2020/7/1,4,0
88,2020/7/1,5,0
89,2020/7/1,5,0
90,2020/7/1,3,0
91,2020/7/1,3,0
92,2020/7/1,3,0
94,2020/7/1,2,0
95,2020/7/1,3,0
97,2020/7/2,6,35
100,2020/7/2,3,0
104,2020/7/2,2,0
107,2020/7/2,2,0
108,2020/7/2,3,0
110,2020/7/2,4,0
111,2020/7/2,10,60
115,2020/7/2,3,0
116,2020/7/2,5,100
117,2020/7/2,5,100
118,2020/7/2,5,100
119,2020/7/2,5,100
120,2020/7/2,5,100
121,2020/7/2,5,100
122,2020/7/2,5,100
123,2020/7/2,5,100
124,2020/7/2,5,100
125,2020/7/2,5,100
126,2020/7/2,5,100
127,2020/7/2,5,100
128,2020/7/2,4,30
129,2020/7/2,3,0
130,2020/7/2,12,0
132,2020/7/2,5,50
133,2020/7/2,5,30
134,2020/7/2,4,30
